NOTAM Text,Category
"M0360/23 NOTAMN 
Q) ZDC/QXXXX/IV/NBO/A/000/999/3704N07621W005 
A) KLFI 
B) 2304101833 
C) 2305312359 
E) NORTH RAMP AND HELIPAD CLOSED FOR CONSTRUCTION. LIGHTED LOW PROFILE FOD FENCE PLACED 71 FT NORTH OF RWY EDGE, EXCEEDS 18 IN LOW PROFILE BARRICADE HEIGHT LIMIT",C
"A0219/23 NOTAMR A2614/22
Q) EHAA/QFAHX/IV/NBO/A /000/999/5055N00547E005
A) EHBK B) 2302090516 C) 2305091200 EST
E) LARGE CONCENTRATION OF BIRDS ON MANOEUVRING AREA AND VICINITY OF 
AD DURING SS AND SR.",WL
"!FDC 2/8864 TKI SID MCKINNEY NTL, DALLAS, TX.
WORTH NINE DEPARTURE ...
LUBBOCK TRANSITION FROM ABILENE (ABI) VORTAC TO LUBBOCK (LBB) VORTAC MEA FL180, MOCA NA. ALL OTHER DATA REMAINS AS PUBLISHED. 2203241517-2403241517EST",PRO
"D1938/21 NOTAMN
Q) EDMM/QWULW/IV/BO /AW/000/030/4805N01119E001
A) EDMO B) 2108031226 C) PERM
E) MON-FRI EXC HOL SR BUT NOT EARLIER THAN 0600 (0500) TIL SS BUT 
NOT 
LATER THAN 1800 (1700) AND ONLY DURING ACTIVITY OF CTR.
UAV (UNMANNED AERIAL VEHICLE) TEST FLIGHT OPERATION IN SEVERAL 
VLOS (VISUAL LINE OF SIGHT) FLIGHT BOXES LOCATED AT THE AD AND S AND 
E OF AD WITHIN CTR OBERPFAFFENHOFEN. 
INFORMATION ABOUT ACTUAL ACTIVITY CAN BE REQUESTED VIA 
OBERPFAFFENHOFEN TOWER FREQ 119.555MHZ.
DURING ACTIVITY OTHER VFR TRAFFIC EXCEPT FLIGHTS WITH PRIORITY 
STATUS WILL BE HELD CLEAR OF THE FLIGHT BOXES AND WILL GET TRAFFIC 
INFORMATION BY OBERPFAFFENHOFEN TOWER.
F) GND G) 3000FT AMSL",UAV
"A1678/22 NOTAMR A1113/22
Q) SLLF/QFUAH/IV/NBO/A/000/999/1858S05749W005
A) SLPS B) 2212301958 C) 2303312000
E) JET FUEL A-1 HR SER MON TO SAT BTN 1200/2000 AND SUN O/R 24 HR BFR",F
!PTH 12/015 PDN NAV NDB U/S 2012270858-2312311500EST,NAV
"!FDC 2/8956 3LA4 SPECIAL LITTLE PECAN ISLAND, GRAND CHENIER, LA.
RNAV (GPS) RWY 12, ORIG...
RNAV (GPS) RWY 30, ORIG...
RDO ALTIMETER UNREL. AUTOLAND, HUD TO TOUCHDOWN, ENHANCED FLT VISION SYSTEMS TO TOUCHDOWN NOT AUTHORIZED EXC FOR ACFT USING APPROVED ALTERNATIVE METHODS OF COMPLIANCE DUE TO 5G C-BAND INTERFERENCE PLUS SEE AIRWORTHINESS DIRECTIVE 2021-23-12..
2211010400-2411010357EST",PRO
"!FDC 3/0985 DDH ODP WILLIAM H MORSE STATE, BENNINGTON, VT.
TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES AMDT 3...
DEPARTURE PROCEDURE NA EXCEPT FOR AIRCRAFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS,
CAM VOR/DME OUT OF SERVICE. 2302282142-2404032142EST",PRO
"N0077/23 NOTAMN
A) LCEN
B) 2304010000 C) 2304302359
E) NAVIGATIONAL WARNING TO ALL CONCERNED:

REFERENCE ARE MADE TO THE NOTAM A0359/23 ISSUED BY THE 
GREEK CYPRIOT ADMINISTRATION OF SOUTHERN CYPRUS CONCERNING UAV 
FLIGHTS.
 
WE WOULD LIKE TO STATE THAT THE GOVERNMENT OF THE TURKISH REPUBLIC 
OF NORTHERN CYPRUS IS THE ONLY LEGITIMATE AND COMPETENT AUTHORITY TO 
PROVIDE AIR TRAFFIC AND AERONAUTICAL INFORMATION SERVICES WITHIN THE 
LIMITS OF ERCAN ADVISORY AIRSPACE. 

THEREFORE THE NOTAM A0359/23 ISSUED BY THE GREEK 
CYPRIOT ADMINISTRATION OF SOUTHERN CYPRUS SHOULD BE CONSIDERED NULL 
AND VOID.",UAV
"A0186/23 NOTAMR A6049/22
Q) URRV/QFPLC/IV/B/A/000/999/4617N04800E005
A) URWA B) 2301160530 C) 2304171200 EST
E) HELIPORT CLSD.",GC
!DCA 05/431 LVL NAV VOR U/S 2205241314-PERM,NAV
"A0342/15 NOTAMN
Q) KZMA/QARCH//////
A) KZMA
B) 1503201328
C) PERM
E) DUE TO NAVAID LIMITATION ROUTE BR2L FROM WRECK INT TO DUKKY INT 
NAVIGATION EQUIPMENT OTHER THAN LF OR VHF REQUIRED
F) FL030
G) FL600",NAV
"!ENV 02/001 ENV AD AP ARFF INDEX A NOT AVBL AND AP CLSD TO AIR CARRIER OPS
 2302072254-2303102359",APC
"V0054/23 NOTAMN 
Q) OBBB/QPICH/I/BO/A/000/999/2507N05118E005 
A) OTBH 
B) 2304010000 
C) 2309302359 
E) [US DOD PROCEDURAL NOTAM] INSTRUMENT APPROACH PROCEDURE CHANGED RNAV (GPS) RWY 16L AMDT 1 REVISE MINIMA LNAV MDA CAT CDE RVR/VIS TO 2000M. CIRCLING CAT A 730-2700M 598 (600-2700M).",PRO
!HON 03/097 HON TWY A4 CLSD 2303091111-2303102300,GC
"N1568/23 NOTAMN
Q) UWWW/QRTCA/IV/BO/W/020/030/5433N05321E016
A) UWWW B) 2303120600 C) 2303121500
E) AIRSPACE CLSD WI AREA:
542200N0530300E-544600N0531800E-544400N0533900E-543300N0534200E-
543600N0532800E-542100N0530500E-542200N0530300E.
F) 650M AMSL  G) 800M AMSL",GC
!HRL 12/031 HRL NAV ILS RWY 17R OM U/S 2212231247-2312212000EST,NAV
"!DCA 01/372 0W3 AIRSPACE SEE FDC 1/1155 ZDC FLT RESTRICTIONS TFR
1801181536-PERM",TFR
" A0271/23 NOTAMN
Q) KZWY/QXXXX////000/999/
A) KZWY PART 1 OF 2
B) 2303131100
C) 2303181700
E) THE BERMUDA RADAR SYSTEM IS U/S AND NON-RADAR PROCEDURES ARE IN 
EFFECT:

1.TFC LDG TXKF SHOULD FLT PLAN AND EXP FL310 OR BLW AT THE NEW 
YORK OCEANIC CTA/FIR BOUNDARY AND MAY ENCOUNTER FLOW RESTRICTIONS 
DUE TO VOLUME AND/OR ADVERSE WX COND.

2. ALL ACFT MUST FILE VIA THE MOMOM OR POPOP STANDARD TERMINAL 
ARRIVAL (STAR).

3. ONLY THE DASER, ANVER AND RNGRS TRANSITIONS OF THE MOMOM ARRIVAL 
ARE ALLOWED.

4. ONLY THE BALTN AND JIMAC TRANSITIONS OF THE POPOP ARRIVAL ARE 
ALLOWED.

5. ALL ACFT MUST FILE VIA EITHER THE BORNN OR SOMRR DEP PROC (DP).

END PART 1 OF 2
A0271/23 NOTAMN
Q) KZWY/QXXXX////000/999/
A) KZWY PART 2 OF 2
B) 2303131100
C) 2303181700
E) 6. NON-RNAV TFC LDG TXKF MUST FLT PLAN TO DASER, ANVER, RNGRS, 
BALTN, OR JIMAC FIX ON THE 180 NM ARC FROM BDA THEN AIRWAY 
TO BDA VOR.

7. ACFT LDG OR DEP TXKF SHOULD EXPECT MINIMUM 15 MINUTE 
ARR/DEP DELAYS AND SHOULD FLT PLAN FUEL ACCORDINGLY.
F) SFC
G) UNL
END PART 2 OF 2
",F
"E3676/22 NOTAMR E1682/22
Q) ZBPE/QMXLC/IV/M/A/000/999/4004N11636E005
A) ZBAA B) 2212230607 C) 2306301559 
E) TWY Z23 CLSD BTN TWY C AND TWY Z24.",GC
"M0035/23 NOTAMN 
Q) OKAC/QXXXX/IV/NBO/A/000/999/2941N04726E005 
A) OKDI 
B) 2302020001 
C) 2305020001 
E) AERODROME : ON 2 FEB 2023 - UNTIL FURTHER NOTICE, SOUTH FARP IS OPERATIONAL. RETAIL FUEL SERVICES AT SOUTH FARP HAVE BEEN REINSTATED. FUEL SERVICES WILL REMAIN AVAILABLE AFTER THE TERMINATION OF THIS NOTAM UNLESS OTHERWISE STATED. POC: AME WO1 ROBINSON, MELONY R. 318-824-5849 (DSN), 210-872-0616 (SIGNAL/WHATSAPP) MELONY.R.ROBINSON.MIL@ARMY.MIL",F
"N0029/23 NOTAMR N0006/23
Q) EISN/QOBCE/IV/M  /E /000/008/5307N00731W005
A) EISN B) 2303200926 C) 2306200900 EST
D) DAILY 0700-2100
E) CONSTRUCTION OF MOBILE CRANE FOR ERECTION OF CLOGHAN WIND FARM 
TURBINES, COUNTY OFFALY WITH AIRCRAFT WARNING LIGHTS ACTIVE. 
POSITION 530720.14N 0073053.19W, HEIGHT 555FT ELEVATION 752FT.",C
!BNA 03/734 BNA NAV VOR U/S 2303301932-2306052000EST,NAV
"!FDC 1/4852 PQI IAP PRESQUE ISLE INTL, PRESQUE ISLE, ME.
RNAV (GPS) RWY 19, AMDT 1...
LPV DA NA. LNAV/VNAV NA..
2107062016-2307062016EST",PRO
!BTV 02/073 6B0 AD AP MOBILE 100LL FUEL AVBL 2HR PPR 802-377-4044 SAT SUN 1200-1930 2302061200-2310311930,F
"N1513/23 NOTAMN
Q) UWWW/QRTCA/IV/BO/W/010/020/5459N05228E014
A) UWWW B) 2303100600 C) 2303151400
D) DAILY 0600-1400
E) AIRSPACE CLSD WI AREA:
550100N0520700E-550100N0525100E-545500N0525100E-545200N0522600E-
545600N0522700E-545700N0520500E-550100N0520700E.
F) 400M AMSL  G) 600M AMSL",GC
!PHX 03/028 PHX TWY R BTN AMERICAN AIRLINES MAINT RAMP WEST ACCESS AND TWY D CLSD 2303090600-2303091400,GC
"M0317/23 NOTAMN 
Q) ZJX/QXXXX/IV/NBO/A/000/999/3025N08641W005 
A) KHRT 
B) 2303302119 
C) 2306272359 
E) VALID FROM 30 MAR 0600L - 27 JUN 1800L: AERODROME USE CAUTION: 260 FOOT TALL AND 100 FOOT TALL CONSTRUCTION CRANE IN USE, 1500 FEET WEST OF RUNWAY 18/36 MIDFIELD. TIMELINE OF CONSTRUCTION CRANE USE WILL VARY DAILY",C
"Y1331/23 NOTAMN
Q) UHMM/QRTCA/IV/BO/W/000/060/6138N14748E003
A) UHMM B) 2303140100 C) 2303190900
D) DAILY 0100-0900
E) AIRSPACE CLSD WI CIRCLE RADIUS 4KM CENTRE 613849N1474806E.
F) SFC  G) 1700M AMSL",GC
"U0521/23 NOTAMN
Q) ZPKM/QMXLC/IV/M/A/000/999/2506N10257E005
A) ZPPP B) 2303011800 C) 2303292200 
D) 1800-2200 ON 01 08 15 22 AND 29
E) FLW TWY CLSD:
1.TWY E SOUTH OF TWY Q(ACFT SHALL CROSS TWY E VIA TWY F9).
2.TWY E NORTH OF TWY F2.
3.TWY H3 BTN TWY S AND TWY Q.
4.TWY H4 BTN TWY E3 AND TWY Q.
5.TWY R,S CLSD BTN TWY F AND TWY H3.",GC
"!FDC 2/1420 MSP SID MINNEAPOLIS-ST PAUL
INTL/WOLD-CHAMBERLAIN, MINNEAPOLIS, MN.
ROCHESTER ONE DEPARTURE...
CHANGE TOP ALTITUDE TO READ &quot;ASSIGNED BY ATC&quot;.
CHANGE DEPARTURE ROUTE DESCRIPTION TO READ: TAKEOFF ALL RWYS: CLIMB
ON ASSIGNED HEADING FOR RADAR VECTORS TO FGT VORTAC, THEN ON
DEPICTED ROUTE TO RST VOR/DME, THEN ON TRANSITION. MAINTAIN ATC
ASSIGNED ALTITUDE, EXPECT FILED ALTITUDE 10 MINUTES AFTER
DEPARTURE.
ALL AIRCRAFT: ATC CROSSING RESTRICTIONS AND CLIMB GRADIENTS: IF
UNABLE TO ACCEPT CROSSING RESTRICTIONS AND CLIMB RATES ADVISE ATC
PRIOR TO TAXI.
RWY 12L/R: FOR ASSIGNED HEADINGS FROM 060 CW TO 100, CROSS MSP 7
DME ARC AT OR ABOVE 3500, RWY 12L: 540 FT/NM TO 3500, 12R: 542
FT/NM TO 3500.
RWY 17: FOR ASSIGNED HEADINGS FROM 230 CW TO 285, CROSS MSP 7 DME
ARC AT OR ABOVE 3500, 512 FT/NM TO 3500.
RWYS 30L/R: FOR ASSIGNED HEADINGS FROM 220 CW TO 360, CROSS MSP 7
DME ARC AT OR ABOVE 3500, 380 FT/NM TO 3500.
DISREGARD CHART NOTE: NON-DME AIRCRAFT RWYS 12L/R (FOR ASSIGNED
060º CW 100º). 2203081440-2403081440EST",PRO
"F4473/22 NOTAMR F3961/22
Q) ZSHA/QMPLC/IV/BO/A/000/999/3014N12026E005
A) ZSHC B) 2209290746 C) 2304051559 
E) PARKING STAND NR.328,329 CLSD.",GC
!DTS 04/001 DTS AD AP WILDLIFE HAZARD NEAR MOVEMENT AREAS 2304041746-2308310459,WL
"V0114/23 NOTAMN 
Q) LGGG/QPIAU/I/BO/A/000/999/3938N02226E005 
A) LGLR 
B) 2303291459 
C) 2304192359 
E) [US DOD PROCEDURAL NOTAM] INSTRUMENT APPROACH PROCEDURE NOT AUTHORIZED NDB Z RWY 08R.",PRO
"B1777/23 NOTAMN
Q) LECM/QSTLC/IV/NBO/A /000/999/4140N00103W005
A) LEZG B) 2303100000 C) 2303100700
E) ATS (TWR) CLSD",GC
"A0848/23 NOTAMN
Q) LOVV/QFALT/IV/NBO/A /000/999/4758N01616E005
A) LOAV B) 2304110910 C) 2304301830 EST
E) ATTENTION TO ALL PILOTS.
PLEASE BE ADVICED THAT CONSTRUCTION WORKS ARE TAKING PLACE 20 METERS 
SOUTH OF TWY C WITH ONE EXCAVATOR.",C
"A0083/23 NOTAMR A0805/22 
Q) VCCF/QMPLC/IV/BO/A/000/999/0711N07953E005
A) VCBI B) 2302130439 C) 2305130500 EST
E) ACFT STANDS E42 AND E42R CLSD DUE MAINT.",GC
"A0076/23 NOTAMN
Q) DNKK/QWULW/IV/BO/AW/000/005/0457N00710E004
A) DNPO B) 2304010500 C) 2306300400
D) 0500-1600 1800-2100 2300-0400
E) UAV (DJI MAVIC 2 PRO ? DJI MATRICE 300 RTK) FLIGHT OPERATIONS WILL
TAKE PLACE WITHIN RADIUS 7KM IN AREA: 045655.14N0070930.16E OPERATED
BY ARCO WORLDWIDE SERVICES LIMITED
F) GND
G) 500FT AMSL",UAV
"!FDC 2/1966 RBD SID DALLAS EXEC, DALLAS, TX.
WORTH NINE DEPARTURE...
TEXICO TRANSITION: FROM LBB VORTAC TO TXO VORTAC MOCA 5600.
ALL OTHER DATA REMAINS AS PUBLISHED. 2206211916-2406211916EST",PRO
"X2164/23 NOTAMN
Q) ULLL/QRTCA/IV/BO/W/000/020/6454N05412E032
A) ULLL B) 2303070600 C) 2303122100
D) 07-12 0600-2100
E) AIRSPACE CLSD AS FLW:
1. AREA: 650300N0541500E-643300N0550500E-642900N0545600E-
         644700N0542100E-645100N0535700E-650600N0535100E-
         651600N0532300E-651900N0532700E-651800N0541400E-
         650300N0541500E
   350M AMSL-550M AMSL.
2. WI CIRCLE RADIUS 0.5KM CENTRE 650300N0540000E
   SFC-550M AMSL.
F) SFC  G) 550M AMSL",GC
!LOU 03/345 EKX AD AP JET A SELF SERVE FUEL NOT AVBL 2303071356-2303312359,F
!AOO 05/256 IHD NAV VORTAC U/S 2205241313-PERM,NAV
"A0073/23 NOTAMN
Q) FBGR/QFAHX/IV/NBO/A/000/999/2109S02728E005
A) FBPM B) 2303150730 C) 2306152359
E) CONCENTRATION OF BIRDS.",WL
!CPR 03/163 U68 NAV NDB U/S 2303132156-2403222359,NAV
"M0172/23 NOTAMN 
Q) ZSE/QXXXX/I/NBO/A/000/999/4708N12228W005 
A) KTCM 
B) 2303160125 
C) 2306100659 
E) NAVAID ILS RWY 34 CAT 2 NOT AUTH",NAV
"A0798/23 NOTAMR A5146/22
Q) LRBB/QMXHW/IV/M  /A /000/999/4422N02829E005
A) LRCK B) 2302270846 C) 2305271300
E) CONSTRUCTION SITE ON TWY D IN RWY STRIP OUTSIDE GRADED AREA.",C
"I0594/23 NOTAMR I0256/23
Q) CZVR/QFAXX/IV/NBO/A/000/999/5315N13149W005
A) CYZP B) 2302161853 C) 2303202000 EST
E) SERVICES TO READ: FUEL: ADD: JA-1 FSII SP HPR",F
!GVL 05/002 GVL APRON TXL C NORTH OF TWY A5 CLSD TO ACFT WINGSPAN MORE THAN 49FT 1905011759-PERM,GC
!FTW 09/368 72F AD AP CLSD 2209141454-2309011300,APC
"!FDC 2/3939 LCI IAP LACONIA MUNI, LACONIA, NH.
RNAV (GPS) RWY 8, ORIG-D...
NOTE: RWY 8  HELICOPTER VISIBILITY REDUCTION BELOW 3/4 SM NOT AUTHORIZED.  34:1 IS NOT CLEAR.
2210141645-2410141645EST",PRO
"!FDC 3/8897 PHL STAR PHILADELPHIA INTL, PHILADELPHIA, PA. SLATT FIVE
ARRIVAL(LVZ.SLATT5) AMEND ARRIVAL ROUTE DESCRIPTION ...FROM OVER LVZ
VORTAC ON LVZ R-190 AND ETX R-009 TO SLATT(MEA 6000), THEN ON ETX
R-009 TO ETX VOR/DME (MEA 6000), THEN ON ETX VOR/DME R-133 TO
SPUDS(MEA 6000), THEN ON HEADING 170. EXPECT RADAR VECTORS TO FINAL
APPROACH COURSE

2302231705-2304200001EST",PRO
"C0738/23 NOTAMN
Q) EDGG/QMRLC/IV/NBO/A /000/999/4957N00716E005
A) EDFH B) 2303162130 C) 2303170445
E) RWY 03/21 CLSD DUE TO WIP.",GC
!GFK 02/481 K74 AD AP 100LL FUEL NOT AVBL 2302272308-2303211200,F
!LFT 03/021 LFT AD AP CLSD DLY 0500-1000 2303060500-2303101000,APC
"E0349/23 NOTAMN
Q) ZBPE/QMXLC/IV/M/A/000/999/4004N11636E005
A) ZBAA B) 2303101700 C) 2303112200 
D) 1700-2200 DLY
E) FLW TWY CLSD:
1. TWY Y4 SOUTH OF TWY K0.
2. TWY Y5 SOUTH OF TWY K0.
3. TWY K SOUTH OF TWY K0.",GC
"!FDC 1/6477 3T3 PART 1 OF 2 ODP BOYCEVILLE MUNI, BOYCEVILLE, WI.
TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES ORIG...
DEPARTURE PROCEDURE TAKEOFF MINIMUMS: RWY 8, DISREGARD 1300-2.
NOTE: RWY 08, NAVAID 10 FT FROM DER, 106 FT LEFT OF CENTERLINE, 6
FT AGL/969 FT MSL. TREES BEGINNING 810 FT FROM DER, 391 FT RIGHT OF
CENTERLINE, UP TO 1004 FT MSL. TREES BEGINNING 1036 FT FROM DER,
508 FT LEFT OF CENTERLINE, UP TO 1013 FT MSL. TREE 3011 FT FROM
DER, 208 FT RIGHT OF CENTERLINE, 1044 FT MSL. TREE 3042 FT FROM
DER, 1302 FT RIGHT OF CENTERLINE, 1058 FT MSL. TREE 3231 FT FROM
DER, 1257 FT RIGHT OF CENTERLINE, 1066 FT MSL.
NOTE: RWY 26, TERRAIN 74 FT FROM DER, 241 FT LEFT OF CENTERLINE,
955 FT MSL. TREE, POLE, BEGINNING 94 FT FROM DER, 3 FT LEFT OF
CENTERLINE, UP TO 1025 FT MSL. BUILDING 521 FT FROM DER, 574 FT
RIGHT OF CENTERLINE, 21 FT AGL/969 FT MSL. BUILDING 657 FT FROM
DER, 613 FT RIGHT OF CENTERLINE, 27 FT AGL/974 FT MSL. TREE, TOWER,
POLE, BEGINNING 991 FT FROM DER, 81 FT RIGHT OF CENTERLINE, UP TO
997 FT MSL. TREES, BEGINNING 1260 FT FROM DER, 114 FT RIGHT OF
CENTERLINE, UP TO 1004 FT MSL. TREES, BEGINNING 1280 FT FROM DER,
56 FT RIGHT OF CENTERLINE, UP TO 1005 FT MSL. TREES, BEGINNING 1675
FT FROM DER, 24 FT LEFT OF CENTERLINE, UP TO 1026 FT MSL. TREE,
SPIRE, BEGINNING 1771 FT FROM DER, 53 FT RIGHT OF CENTERLINE, UP TO
ALL OTHER DATA REMAINS AS PUBLISHED. 2108121413-2308101412EST
END PART 1 OF 2
!FDC 1/6477 3T3 PART 2 OF 2 ODP BOYCEVILLE MUNI, BOYCEVILLE, WI.
1019 FT MSL. TREES, BEGINNING 2461 FT FROM DER, 146 FT RIGHT OF
CENTERLINE, UP TO 1020 FT MSL. TREE 2540 FT FROM DER, 68 FT RIGHT
OF CENTERLINE, 1031 FT MSL. TREE 2900 FT FROM DER, 1206 FT RIGHT OF
CENTERLINE, 1036 FT MSL.
ALL OTHER DATA REMAINS AS PUBLISHED. 2108121413-2308101412EST
END PART 2 OF 2
",NAV
"B1138/15 NOTAMN
Q) EISN/QPHCH/IV/BO /AE/000/999/5325N00616W025
A) EIDW B) 1510021747 C) PERM
E) HOLDING PROCEDURE CHANGED. RATE OF DESCENT IN HOLDING PATTERNS 
AMENDED TO: A STANDARD RATE OF DESCENT OF 1000FT PER MIN IN HOLDING 
PATTERNS WILL BE USED UNLESS OTHERWISE INSTRUCTED BY ATC. PILOTS 
MUST ADVISE ATC IF UNABLE TO COMPLY WITH THE STANDARD RATE OF 
DESCENT. 
REF AIP EIDW AD 2.22 SECTION 8",PRO
"B0703/23 NOTAMN
Q) ESAA/QSTAH/IV/BO /A /000/999/5641N01249E005
A) ESMT B) 2304030000 C) 2304092359
E) AERODROME CONTROL TOWER (TWR) HOURS OF SERVICE ARE NOW MON-WED 
0425-1715, THU 0425-2010, FRI 0530-1925, SAT CLSD, SUN 1040-1300, 
1530-1735",GC
"!FDC 3/3714 BVY IAP BEVERLY RGNL, BEVERLY, MA.
RNAV (GPS) RWY 9, ORIG-A...
ADD PROFILE NOTE: VGSI AND RNAV GLIDEPATH NOT COINCIDENT (VGSI ANGLE 3.22/TCH 43).
2302091705-2502051705EST",PRO
!CXO 03/022 51R AD AP CLSD 2303011718-2303312359,APC
"E1654/23 NOTAMN
Q) LECM/QIUCG/I /NBO/A /000/999/4334N00602W005
A) LEAS B) 2304180730 C) 2304180930 EST
E) RWY29 ILS CAT III DOWNGRADED TO CAT I.
IN CASE OF ADVERSE WEATHER CONDITIONS SERVICE WILL BE RESUMED ASAP",W
!OLU 03/091 OZB NAV VOR NOT MNT 2303212144-2306302000EST,NAV
"X2253/23 NOTAMN
Q) ULLL/QRTCA/IV/BO/W/000/030/5914N03608E032
A) ULLL B) 2303100600 C) 2303151700
D) 10-15 0600-1700
E) AIRSPACE CLSD AS FLW:
1. AREA: 590700N0350900E-592600N0352700E-592600N0354900E-
         592100N0370800E-591300N0370800E-591800N0352900E-
         590600N0351700E-590700N0350900E
   450M AMSL-650M AMSL.
2. WI CIRCLE RADIUS 0.5KM CENTRE 592600N0354900E
   SFC-650M AMSL.
F) SFC  G) 650M AMSL",GC
"A0647/23 NOTAMR A0645/23
Q) LIBB/QMXLC/IV/BO/A/000/999/4039N01756E005
A) LIBR B) 2301311818 C) 2304291200 EST
E) TWY &apos;C&apos; CLSD DUE TO WIP
REF AIP AD 2 LIBR 2-1",GC
"!FDC 3/3583 DFW IAP DALLAS-FORT WORTH INTL, DALLAS-FORT WORTH, TX.
RNAV (GPS) RWY 17R, AMDT 2B...
LNAV MDA 1140/HAT 573 ALL CATS. VIS CATS C/D 1 1/4.
VDP 1.58 NM TO RW17R.
FOR INOPERATIVE ALS, INCREASE LNAV CATS C/D VISIBILITY TO 1 5/8 SM.
EXCEPT WHEN ADVISED BY ATCT THAT THIS CRANE IS DOWN.
TEMPORARY CEANE, 836 MSL, 3.14 NM NORTH OF APCH END RWY 17R (2022-ASW-18105-OE), TEMPORARY CRANE, 757 MSL, 1.49 NM NORTH OF APCH END RWY 17R (2019-ASW-15513-OE).
2301131624-2308251624EST",PRO
"B0764/23 NOTAMN
Q) ESAA/QFAAH/IV/BO /A /000/999/6324N01900E005
A) ESNO B) 2303270000 C) 2304022359
E) AERODROME OPERATING HOURS OF SERVICE MON-TUE 0340-0830 1250-1730, 
WED 0340-0810 1330-1730, THU 0340-0810 1330-1750 1850-2050, FRI 
0740-0840 1250-1730, SAT CLSD, SUN 1340-1730",GC
"L1179/23 NOTAMN
Q) RJJJ/QMXLC/IV/M/A/000/999/3153N13127E005
A) RJFM B) 2302221500 C) 2303132200
E) REF AIP SUP 028/23 ITEM TWY:B
TWY S4-CLSD",GC
"B0348/23 NOTAMN
Q) WIIF/QWULW/IV/BO/W/000/017/0333S10350E006
A) WIIF B) 2303010100 C) 2305310900
D) DAILY 0100-0900
E) UNMANNED AERIAL VEHICLE (UAV) WILL TAKE PLACE WI AREA AS FLW:
032834.63S1034708.83E - 032835.08S1035308.93E - 033738.72S1035308.28E
 - 
033738.26S1034708.12E - 032834.63S1034708.83E (SUNGAI LENGI AREA)
F) SFC G) 1642FT AMSL",UAV
"C0698/23 NOTAMR C0697/23
Q) CZVR/QPIAU/I/NBO/A/000/999/4912N12311W005
A) CYVR B) 2304030500 C) 2306051600 EST
E) DUE CONSTRUCTION
.
ILS CAT II OR III RWY 08R APCH: NOT AUTH 
.
ILS CAT II OR III RWY 26L APCH: NOT AUTH",C
!BIG 04/002 BIG NAV TACAN AZM U/S 2304071948-2307081500EST,NAV
"I0045/23 NOTAMR I5894/22
Q) CZEG/QFUAR/IV/NBO/A/000/999/6337N13552W005
A) CYMA B) 2301052015 C) 2304041700 EST
E) FUEL JA-1 AND 100LL AVBL 6HR PN. CALL OUT CHARGES MAY APPLY. 
CTC 867-993-4359 OR 867-393-4359",F
"!FDC 3/0279 PLD IAP PORTLAND MUNI, PORTLAND, IN.
RNAV (GPS) RWY 9, AMDT 2...
PROCEDURE NA.
2303211302-2310311302EST",PRO
"!FDC 2/1724 BOS IAP GENERAL EDWARD LAWRENCE LOGAN INTL, BOSTON, MA.
RNAV (GPS) RWY 27, AMDT 1...
CIRCLING CAT C/D MDA 640/HAA 621.
2206211305-2406211305EST",PRO
"!FDC 3/9643 CNO IAP CHINO, CHINO, CA.
VOR RWY 26R, ORIG-A...
HINTN FIX MINIMUMS NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS,
PDZ VORTAC OUT OF SERVICE. 2304111700-2304180738EST",PRO
"!FDC 3/9394 OWD SID NORWOOD MEML, NORWOOD, MA.
NORWOOD FOUR DEPARTURE...
DEPARTURE PROCEDURE CELTK DEPARTURES: DME REQUIRED EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS,
LFV VOR/DME OUT OF SERVICE. 2304111230-2304182121EST",PRO
"C0051/23 NOTAMR C0022/23
Q) ZMUB/QMRLC/IV/NBO/A /000/999/4851N10328E005
A) ZMBN B) 2302280514 C) 2305010700 
E) RWY 13/31 CLSD.",GC
"!FDC 2/0793 BXM IAP BRUNSWICK EXEC, BRUNSWICK, ME.
ILS OR LOC RWY 1R, AMDT 1...
TERMINAL ROUTE FROM AUG VOR/DME TO BAILI NA EXCEPT FOR ACFT EQUIPPED WITH SUITABLE RNAV SYSTEM WITH GPS.
AUG VOR/DME R-206 RESTRICTED BEYOND 25NM AND BELOW 2900FT.
2202021916-2402021916EST",PRO
"D1782/22 NOTAMR D1046/22
Q) UTSD/QMPLC/IV/BO/A/000/999/3848N06546E005
A) UTSK B) 2212280555 C) 2306302359 EST
E) STAND 2 CLSD.",GC
"!CVG 02/096 CVG APRON RAMP 2 SOUTH TXL BTN TXL G AND GATE B12 CLSD 
2302201317-2303312300",GC
"J0182/23 NOTAMR J6843/22
Q) CZYZ/QFUAU/IV/NBO/A/000/999/4549N07919W005
A) CXXX B) 2301111836 C) 2304111600 EST
E) CPE6 SUNDRIDGE/SOUTH RIVER AIRPARK 
FUEL 100LL NOT AVBL",F
!CLT 12/310 CLT NAV ILS RWY 05 LOC U/S 2212302333-2312211800,NAV
"E0382/23 NOTAMR E0320/23
Q) ZBPE/QMPLC/IV/BO/A/000/999/3930N11624E005
A) ZBAD B) 2303040601 C) 2303121559 
E) PARKING STAND NR.102 CLSD.",GC
