NOTAM Text,Category
"M0002/23 NOTAMN 
Q) ZLA/QXXXX/IV/NBO/A/000/999/3454N11753W005 
A) KEDW 
B) 2301051421 
C) 2304042359 
E) CONSTRUCTION PERSONNEL AND EQUIPMENT WORKING/LOCATED WITHIN 200 FEET EAST OF TWY G CENTERLINE. DAILY 0001L-2359L.",C
"M0075/23 NOTAMR M0071/23 
Q) ZJX/QXXXX/IV/NBO/A/000/999/3025N08641W005 
A) KHRT 
B) 2301252228 
C) 2304042359 
E) HOT GAS OPERATIONS ON TAXIWAY GOLF AND TAXIWAY ALPHA NOT AUTHORIZED DUE TO CONSTRUCTION ACTIVITIES, FROM 0600L TO 1800L DAILY.",C
"M0074/23 NOTAMR M0973/22 
Q) ZJX/QXXXX/IV/NBO/A/000/999/3025N08641W005 
A) KHRT 
B) 2301252212 
C) 2304042200 
E) USE CAUTION: CONSTRUCTION ACTIVITY WEST OF TAXIWAY GOLF FROM BRAVO PARKING ROW TO HOT CARGO PAD SOUTH ENTRANCE AND FROM TAXIWAY ALPHA INTERSECTION TO HOT CARGO PAD NORTH ENTRANCE, DAILY 0600L - 1800L, MONDAY - FRIDAY, MEN AND EQUIPMENT IN AREA.",C
"A0035/23 NOTAMN
Q) EHAA/QMRXX/IV/M  /A /000/999/5219N00444E001
A) EHAM B) 2301070600 C) 2304030500
E) CONSTRUCTION EQUIPMENT ON RWY 18C/36C, BTN PSN 521903.3N 
0044428.7E AND PSN 521855.1N 0044428.0E, 275M BEYOND TODA RWY 27, 
21FT AMSL. REF AIP AD2.EHAM-AOC-09-27",C
"M0147/23 NOTAMN 
Q) ZDC/QXXXX/IV/NBO/A/000/999/3507N07856W005 
A) KFBG 
B) 2302162136 
C) 2304030359 
E) WEST RAMP PARKING ROW B, C, AND D CLOSED, DUE TO CONSTRUCTION.",C
"L0003/23 NOTAMN 
Q) LGGG/QXXXX/IV/NBO/A/000/999/3531N02408E005 
A) LGSA 
B) 2302221915 
C) 2304022359 
E) AIRCRAFT/AIRCREW SHALL USE EXTREME CAUTION DUE TO AN ONGOING CONSTRUCTION PROJECT LOCATED ON THE NORTHEAST SIDE OF NAVY LOOP APRON. LIGHTED FENCE INSTALLED WITH PERIODIC CRANE OPERATIONS 125FT FROM THE TAXILANE CENTERLINE. AIRCRAFT PARKED ON SPOTS 10 THRU 15 & V1--V2 SHALL UTILIZE TAXI DIRECTORS AND FOLLOW-ME TRUCK WHEN DEPARTING VIA TXWY C EXIT. EXPECTED COMPLETION DATE OF 31 AUG 2024",C
"A0038/23 NOTAMN
Q) EHAA/QMXLT/IV/M  /A /000/999/5219N00445E001
A) EHAM B) 2301070600 C) 2304020600
E) CONSTRUCTION EQUIPMENT ON TWY D, BTN PSN 521903.2N 0044432.9E AND 
PSN 521855.6N 0044432.3E, 196M BEYOND TODA RWY 27, 5FT AMSL. 
REF AIP AD2.EHAM-AOC-09-27.",C
"M0026/23 NOTAMN 
Q) ZJX/QXXXX/IV/NBO/A/000/999/3025N08641W005 
A) KHRT 
B) 2301052246 
C) 2304012359 
E) VALID FROM 11 OCT 0600L - 01 APR 1800L: AERODROME USE CAUTION: 260 FOOT TALL AND 100 FOOT TALL CONSTRUCTION CRANE IN USE, 1500 FEET WEST OF RUNWAY 18/36 MIDFIELD. TIMELINE OF CONSTRUCTION CRANE USE WILL VARY DAILY",C
"M0062/23 NOTAMN 
Q) ZJX/QXXXX/IV/NBO/A/000/999/3025N08641W005 
A) KHRT 
B) 2301252155 
C) 2304012359 
E) HOT CARGO PAD NORTH ENTRANCE, AND SPOTS 1 & 2 CLOSED DUE TO CONSTRUCTION ACTIVITY.",C
"M0065/23 NOTAMN 
Q) ZJX/QXXXX/IV/NBO/A/000/999/3025N08641W005 
A) KHRT 
B) 2301252202 
C) 2304012359 
E) ATTENTION AIRCREW: WHEN USING TAXIWAY ALPHA, DO NOT TURN WHERE JET BLAST OR PROP WASH IS DIRECTED NORTHWARD, DUE TO CONSTRUCTION VEHICLES AND EQUIPMENT OPERATIONS ON NORTH SHOULDER.",C
"M0019/23 NOTAMN 
Q) ZAK/QFAAD/IV/NBO/A/000/999/0843N16743E005 
A) PKWA 
B) 2302150603 
C) 2303312359 
E) AERODROME OPEN FROM 1800-0900Z ON MONDAY. AERODROME CLSD FOR RUNWAY CONSTRUCTION ON TUESDAY-SATURDAY, 0600-1630Z. AERODROME CLOSED SUNDAYS.",C
"M0235/23 NOTAMN 
Q) RKRR/QXXXX/IV/NBO/A/000/999/3554N12636E005 
A) RKJK 
B) 2302280524 
C) 2303312359 
E) INCREASED BASH POTENTIAL EXISTS DUE TO EXCESSIVE VEGETATION OVERGROWTH AT THE FOLLOWING LOCATIONS: TRIM PAD CONSTRUCTION AREA LOCATED AT WESTERN ENTRANCE OF NORTH LOOP, HAS CONSTRUCTION AREA SOUTH OF JUVAT FLOWS, AND IN BETWEEN TAXIWAY HOTEL AND CHARLIE.",C
"M0008/23 NOTAMN 
Q) ZDC/QOBXX/IV/NBO/A/000/999/3656N07617W005 
A) KNGU 
B) 2301031316 
C) 2303312359 
E) OBST AERODROME LP NORTH RAMP CONSTRUCTION AREA MARKED BY LIGHTED BARRICADES.",C
"A0022/23 NOTAMR A0010/23
Q) OPKR/QMNHW/IV/BO/A/000/999/2559N06302E005
A) OPTU
B) 2301121130 C) 2303312359
E) APRON AND TWY &apos;A&apos; NOT AVBL DUE TO UPGRADATION 
CONSTRUCTION  WIP ON AIRSIDE.",C
"A0042/23 NOTAMR A0458/22
Q) TNCF/QCALT/IV/B/E/000/999/1220N06907W250
A) TNCF
B) 2301162031 C) 2303312359
E) REDUCED RANGE 121.5 MHZ DUE TO CONSTRUCTION ACTIVITIES.",C
"P0602/23 NOTAMN
Q) EDGG/QOBCE/IV/M  /A /000/999/4926N00736E005
A) ETAR B) 2301271700 C) 2303312359
E) CAUTION: CONSTRUCTION CRANE WITH A MAX HEIGHT OF 243.6 FEET AGL
 / 1020.3 FEET AMSL LOCATED AT THE ROBMC CONSTRUCTION SITE AT
 COORDINATES 7 37 11.6904 E AND 49 27 1.3092 N CRANE LOCATED
 NORTHEAST OF RWY 09/27 AND RWY 08/26 WITHIN INNER HORIZONTAL
 SURFACE E",C
"M0052/23 NOTAMR M0020/23 
Q) ZME/QFALT/IV/NBO/A/000/999/3440N08641W005 
A) KHUA 
B) 2301261453 
C) 2303312130 
E) AERODROME TAXIWAY BRAVO WEST, BEARCAT SOUTH AND TAXILANE BETWEEN BEARCAT SOUTH AND NORTH CLOSED TO NON PARTICIPATING AIRCRAFT AND VEHICLES. CONSTRUCTION IN PROGRESS, POSSIBLE FOD.",C
!SRQ 02/067 SRQ TWY R5 CLSD CONSTRUCTION 2302271934-2303312100,C
!BVS 01/001 BVS APRON WEST APN NW 500FT WIP CONST ADJ HANGAR CONSTRUCTION LGTD AND BARRICADED 2301091530-2303311800,C
!BVS 01/002 BVS APRON FIXED BASED OPR APN NW 400FT WIP CONST ADJ NE EDGE HANGAR CONSTRUCTION LGTD AND BARRICADED 2301091531-2303311800,C
"A0666/23 NOTAMN
Q) EYVL/QOBCE/IV/M  /AE/000/008/5439N02518E001
A) EYVI B) 2303270400 C) 2303311400
D) 0400-1400
E) CONSTRUCTION WORK IN PROGRESS AT DIST 1250M NORTH OF THR19
PERPENDICULAR TO THE  EXTENDED RCL 250M  TO THE  EAST, OPR
WHEEL CRANE AT PSN 543916.34N 0251815.35E, ELEV 226M AMSL,
MARKED",C
"P0154/23 NOTAMR P6897/22
Q) EDMM/QMPLC/IV/BO /A /000/999/4843N01132E005
A) ETSI B) 2301090705 C) 2303311300
E) RAMP A CLOSED DUE TO CONSTRUCTION WORK",C
"N0008/23 NOTAMR N0163/22
Q) EGTT/QOBCE/IV/M  /E /000/023/5422N00109W001
A) EGTT B) 2301160906 C) 2303311200
E) OBST MAST UK29460081F UNDER CONSTRUCTION AT PSN 
542130.85N 0010901.27W (BILSDALE, NORTH YORKSHIRE). UP TO 1004FT AGL 
2248FT AMSL. DURING CONSTRUCTION, THE UPPER 200FT OF THE STRUCTURE 
MAY BE UNLIT AT TIMES. 2022-02-0167/AS8.",C
"B0380/23 NOTAMR B0040/23
Q) EKDK/QOBCE/IV/M  /A /000/999/5514N00916E005
A) EKSP B) 2302141830 C) 2303311130
E) MOBILE CRANE ERECTED AT THE CONSTRUCTION AREA IN SW PART OF THE
AIRFIELD.
MAX. HEIGHT 110 FT AGL (232 FT MSL)
MARKED WITH RED LIGHT.
APPROACH MINIMA NOT EFFECTED.
REF MIL NOTAM M0001/23.",C
"M0051/23 NOTAMN
Q) LHCC/QMXLC/IV/BO /A /000/999/4655N01945E005
A) LHKE B) 2302101000 C) 2303311100
E) TAXIWAY F1 CLOSED DUE TO CONSTRUCTION WORKS.",C
"M0015/23 NOTAMN 
Q) ZDC/QXXXX/IV/NBO/A/000/999/3507N07856W005 
A) KFBG 
B) 2301111242 
C) 2303310459 
E) JONES PZ (17SPU6576453850) AND TRAINING AREA GG2 CLOSED TO ALL AIRCRAFT DUE TO CONSTRUCTION.",C
"D0135/23 NOTAMR D1763/22
Q) UTTR/QMAXX///A/000/999/4115N06917E005
A) UTTT B) 2301310955 C) 2303301400
E) EXPECT DLA ON ARR AND DEP DUE TO CONSTRUCTION WORKS AT THE
AERODROME.",C
"M0121/23 NOTAMR M0007/23 
Q) ZKC/QFAXX/IV/NBO/A/000/999/3832N08950W005 
A) KBLV 
B) 2302270637 
C) 2303282359 
E) AERODROME SPOT 6 AND SPOT 7 CLOSED FOR CONSTRUCTION.",C
"A3044/22 NOTAMN 
Q) VTBB/QMRXX/IV/NBO/A/000/999/1238N09957E005
A) VTPH B) 2212291030 C) 2303282200
E) RUNWAY WIDTH EXTENSION CONSTRUCTION, OVERLAY OF RUNWAY 16/34
   AND TAXIWAYS PAVEMENT AND AIRFIELD LIGHTING SYSTEMS REVISION AT
   HUA HIN AIRPORT EXTD TO 28 MAR 2023
   REF AIP SUP A22/22",C
"M1499/22 NOTAMN 
Q) ZDC/QXXXX/IV/NBO/A/000/999/3848N07652W005 
A) KADW 
B) 2212281620 
C) 2303281620 
E) CONSTRUCTION EQUIPMENT AND SUPLIES NORTH OF W4 IN THE INFIELDS. MAX HIGHT 10 FT FLAGGED AND LIGHTED",C
"D1480/22 NOTAMR D1079/22
Q) WBFC/QOBCE/IV/NBO/A /000/001/0129N11020E005
A) WBGG B) 2212290000 C) 2303281000 
D) 0000-1000
E) TOWER CONSTRUCTION CRANE ERECTED AT APPROACH PATH RWY 25 AND TKOF 
  
PATH RWY 07 AT COORD 012948.8N 1102244.5E CRANE MAX HGT 20M/65FT 
AMSL.",C
"D2114/22 NOTAMR D1836/21
Q) LTBB/QOBXX/IV/BO /AE/000/010/4059N02913E001
A) LTBX B) 2212260838 C) 2303260838
E) THERE IS AGL+300 FT CONSTRUCTION CRANE 1NM AWAY FROM SOUTH OF AD.
COORDINATE :4058.827N02912.570E",C
"A0663/23 NOTAMN
Q) EYVL/QOBCE/IV/M  /AE/000/008/5439N02518E001
A) EYVI B) 2303010500 C) 2303241500
D) MON-FRI 0500-1500
E) CONSTRUCTION WORK IN PROGRESS AT DIST 1250M NORTH OF THR19
PERPENDICULAR TO THE  EXTENDED RCL 250M  TO THE  EAST, OPR
WHEEL CRANE AT PSN 543916.34N 0251815.35E, ELEV 226M AMSL,
MARKED",C
"A8720/22 NOTAMR A6593/22
Q) LTBB/QMNLC/IV/NBO/A /000/999/4054N02919E005
A) LTFJ B) 2212280829 C) 2303231200
E) APRON 8 CLSD TO TFC DUE TO CONSTRUCTION WORKS.",C
"A8721/22 NOTAMR A6622/22
Q) LTBB/QOBCE/IV/M  /AE/000/999/4054N02919E005
A) LTFJ B) 2212280829 C) 2303231200
E) PRESENCE OF MOVING VEHICLE(3 METER HEIGHT) AND CONSTRUCTION 100M 
BEYOND THR 24, 
75M SOUTH OF CENTERLINE, AT THE BELOW MENTIONED COORDINATES:
405411.21N0291931.70E
405413.34N0291930.72E
405414.04N0291932.62E
405411.77N0291934.07E",C
"A0242/23 NOTAMN
Q) EISN/QFAXX/IV/NBO/AE/000/999/5325N00616W005
A) EIDW B) 2302230000 C) 2303222359
E) REINSTATING OF SUP 010/2022 - DUBLIN AIRPORT (EIDW) CONSTRUCTION 
OF 
CRITICAL TAXIWAY NORTH PHASE 1, WHICH WAS DUE TO BE REMOVED IN AIRAC 
AMENDMENT 002/2023 EFFECTIVE DATE 23RD FEB 2023. 
THIS SUP WILL REMAIN EFFECTIVE FOR THE FORESEEABLE FUTURE.
IT WILL BE RE PUBLISHED IN MARCH AIRAC AMENDMENT ON THE 24TH MARCH 
2023.",C
"L0001/23 NOTAMN 
Q) ZLA/QXXXX/IV/NBO/A/000/999/3454N11753W005 
A) KEDW 
B) 2301181939 
C) 2303172359 
E) LIMA ROW SPOTS 1 THRU 7 CLOSED. CONSTRUCTION WORK IN PROGRESS. MON-FRI 0800L-1700L DAILY",C
"A0829/22 NOTAMR A0656/22
Q) GMMM/QMRHW/IV/NBO/A/000/999/3536N00519W005
A) GMTN
B) 2212170737 C) 2303172359
E) REF AIP SUP 01/22:
CONSTRUCTION OF A SECTION OF RWY QFU 07/25 SECANT
TO THE EXISTING RWY WITH LENGTH OF 1200M INSIDE THE FENCE.
PRESENCE PERSONS AND EQPT.
CAUTION RECOMMENDED.",C
"!FDC 3/3430 PCM ODP PLANT CITY, PLANT CITY, FL.
TAKEOFF MINIMUMS AND (OBSTACLE) DEPARTURE PROCEDURES ORIG...
ADD TAKEOFF OBSTACLE NOTE: RWY 28, CONSTRUCTION EQUIPMENT 329FT FROM DER, 6FT LEFT OF CENTERLINE, 17FT AGL/166FT MSL (2019-ASO-19389-OE).  ALL OTHER DATA REMAINS AS PUBLISHED. 2301131323-2303171323EST",C
"A0068/23 NOTAMN
Q) OKAC/QMXXX/IV/M/A/000/999/2914N04759E005
A) OKKK B) 2303010001 C) 2303162359
E) PORTION OF TWY E1 BTN INTERSECTION TWY E1 , E9 AND TWY E6 CLOSED
DUE TO CONSTRUCTION  . 
-TWY E4 , E5 AND E7 CLOSED . 
- ALL TRFC TAXI-OUT FROM CARGO CITY , TERMINAL 4 AND TERMINAL 1
TO THE RWY 33R  EXPECT TAXING THROUGH TWY E10 TO E6 . 
- ALL AIRCRAFT SHALL FOLLOW ATC INSTRUCTION .",C
"M0596/22 NOTAMN 
Q) ZMP/QXXXX/IV/NBO/A/000/999/4824N10121W005 
A) KMIB 
B) 2212221427 
C) 2303152359 
E) DOCK 5 CLOSED FOR CONSTRUCTION.",C
"M0007/23 NOTAMN 
Q) ZSE/QXXXX/IV/NBO/A/000/999/4736N11739W005 
A) KSKA 
B) 2301020732 
C) 2303152359 
E) TWY E BETWEEN TLN J AND TWY P RESTRICTED TO AIRCRAFT WITH A WINGSPAN OF LESS THAN 170 FT DUE TO CONSTRUCTION.",C
"P0607/23 NOTAMN
Q) EDGG/QOBCE/IV/M  /A /000/999/4926N00736E005
A) ETAR B) 2301231212 C) 2303152359
E) CAUTION: CONSTRUCTION CRANE WITH A MAX HEIGHT OF 196.9 FEET AGL
 / 1056.5 FEET AMSL LOCATED AT COORDINATES 49 265.694 N, 7 31
 19.805E. CRANE LOCATED WEST OF RWY 09 APPROACH WITHIN APPROACH
 DEPARTURE CLEARANCE SURFACE. DAILY 0500-1500 Z.",C
"A0736/23 NOTAMN
Q) LFEE/QPDLT/I /NBO/A /000/999/4833N00738E005
A) LFST B) 2302211627 C) 2303151700
D) MON-FRI 0500-1700
E) THESE OMNIDIRECTIONAL SLOPE DEPARTURES AND SID RWY23 DO NOT TAKE 
INTO
ACCOUNT THE CONSTRUCTION EQUIPMENT LOCATED AT 190M FROM DER ON THE 
LEFT OF
AXIS.
REF AIP : 
AD 2.22.5.1.2
AD 2 LFST SID RWY23 CONV
AD 2 LFST SID RWY23 RNAV.",C
"M0006/23 NOTAMN 
Q) RJJJ/QMNXX/IV/NBO/A/000/999/3408N13214E005 
A) RJOI 
B) 2301050317 
C) 2303151400 
E) VMGR APRON SPOT 7 CLOSED FOR CONSTRUCTION. LOW PROFILE BARRIERS INSTALLED. AIRCRAFTS ON SPOT 8-12 ARE NOT ABLE TO TAXI SOUTHBOUND TO UTILIZE TAXIWAY D1 TO DEPART VMGR APRON",C
"A0790/23 NOTAMR A0512/23
Q) URFV/QOBCE/IV/M/A/000/999/4503N03358E005
A) URFF B) 2302220511 C) 2303140700
E) CONSTRUCTION CRANE OPR 2719.0M SE OF ARP DRG DAYLIGHT HR:
AZM 143.50DEG, COORD N450155.98 E335937.05, ALT 233M, JIB LEN 40M.",C
"M0722/22 NOTAMR M0572/22 
Q) ZHU/QFAXX/IV/NBO/A/000/999/3108N09742W005 
A) KHLR 
B) 2212141604 
C) 2303102359 
E) AERODROME FUEL NOT AVAILABLE TO TRANSIENT AIRCRAFT DUE TO CONSTRUCTION.",C
"A0347/22 NOTAMN
Q) VGFR/QMRXX/IV/NBO/A/000/999/
A) VGHS B) 2212150946 C) 2303102359
E) 02(TWO) TEMPORARY MOVING OBSTRUCTIONS (CRAWLAR CRANE)
OF MAXIMUM ELEVATION 118M(388FT) AND MINIMUM ELEVATION 
56M(184FT),RELATED TO 3RD TERMINAL CONSTRUCTION
WORK,HAVE BEEN ERECTED WITHIN THE AREA BOUNDED BY FOLLOWING
COORDINATES:A(235018.52N 902440.13E),B(235021.29N 902437.93E),
C(235026.21N 902445.27E),D(235041.27N 902433.32E),E(235036.33N
902425.98E),F(235039.10N 902423.80E),G(235048.65N 902438.01E),
H(235028.06N 902454.35E) AND A(235018.52N 902440.13E)MENTIONED
TEMPORARY OBSTRUCTIONS MAY OCCASIONALLY AFFECT THE PUBLISHED
OCA/H OF EXISTING IAC(S) OF RWY14/RWY32 WHEN CRANES ARE FULLY
RAISED AND PENETRATE THE APPROACH SURFACES. PILOTS ARE TO
EXER CTN SPECIALLY DRG LDG ON RWY14/RWY32 AND TAKE-OFF
FROM RWY14.",C
"M0007/23 NOTAMR M0077/22 
Q) ZDC/QXXXX/IV/NBO/A/000/999/3852N07703W005 
A) KJPN 
B) 2301112222 
C) 2303100001 
E) AERODROME HELIPORT LIGHTING UNAVAILABLE DUE TO CONSTRUCTION.",C
"M0012/23 NOTAMR M0080/22 
Q) ZDC/QFAXX/IV/NBO/A/000/999/3852N07703W005 
A) KJPN 
B) 2301112226 
C) 2303100001 
E) CONSTRUCTION IN PROGRESS. ALL ACFT OPERATIONS ARE NOT AUTHORIZED DURING CLSD HOURS. ALL ACFT AVOID OVERFLIGHT OF KJPN.",C
"A0070/23 NOTAMN
Q) LDZO/QFMTT/IV/BO /A /000/999/4513N01434E005
A) LDRI B) 2302230000 C) 2303082359
E) TRIGGER NOTAM - AIRAC AIP SUP 001/2023 WEF 23 FEB 2023 - UFN
- LDRI - RIJEKA/KRK I. AIRPORT - CONSTRUCTION OF THE AWOS 
METEOROLOGICAL SYSTEM INFRASTRUCTURE.",C
"B0259/23 NOTAMN
Q) LECM/QOBTT/IV/BO /E /000/999/4033N00711W371
A) LECM B) 2302230000 C) 2303082359
E) TRIGGER NOTAM - AIP SUP AIRAC 12/23 WEF 23-FEB-23 HASTA 
23-FEB-24 EST: VALDEMORO WIND FARM UNDER CONSTRUCTION",C
"B0181/23 NOTAMN
Q) LIMM/QFATT/IV/BO/A/000/999/4627N01119E005
A) LIPB B) 2302230000 C) 2303082359
E) TRIGGER NOTAM-AIP AIRAC SUP S2/23 IN FORCE FM 23 FEB TO 05 OCT 2023
BOLZANO (LIPB) AD: CONSTRUCTION WORKS FOR AIRCRAFT APRON
200 EXPANSION AND AIRCRAFT APRON 300 DOWNSIZING
SUP IS POSTED AND AVBL ON WEBSITE WWW.ENAV.IT",C
"B0286/23 NOTAMN
Q) LECM/QOBTT/IV/BO /E /000/999/4033N00711W371
A) LECM B) 2302230000 C) 2303082359
E) TRIGGER NOTAM - AIP SUP AIRAC 14/23 WEF 23-FEB-23 TO 
23-FEB-24 EST: BUNIEL WIND FARM UNDER CONSTRUCTION",C
"A0155/23 NOTAMN
Q) EVRR/QFATT/IV/BO /A /000/999/5655N02358E005
A) EVRA B) 2302230000 C) 2303082359
E) TRIGGER NOTAM - AIP SUP 004/2023 WEF 23 FEB 2023 TIL 12 JUL 2023.
AD CONSTRUCTION WORKS.",C
"G0122/23 NOTAMN
Q) VIDF/QMRTT/IV/NBO/A/000/999/
A) VILK B) 2302230000 C) 2303082359
E) TRIGGER NOTAM - AIP SUP 12/2023. CLOSURE OF RWY 09-27
FOR WORK ACTIVITIES ON RWY AND CONSTRUCTION WORKS WI RWY STRIP AT
CHAUDHARY CHARAN SINGH INTERNATIONAL AIRPORT, LUCKNOW
(VILK).",C
"A0106/23 NOTAMN
Q) ZXXX/QAFTT/IV/BO/E/000/999/
A) ZBPE ZGZU ZHWH ZJSA ZLHW ZPKM ZSHA B) 2302221600 C) 2303081559 
E) TRIGGER NOTAM
AIP CHINA AMENDMENT NR.2/2023(2023-1-15) WILL BE EFFECTIVE FROM 
1600UTC ON 23 FEB 2023.

MAIN CHANGES AS FOLLOWS: 
1.ELDUT,URGEB ESTABLISHED, IVSAX,URDUR WITHDRAWN.
2.ATS ROUTES B345,R343,W37 ADJUSTED.
3.AIC NR.01/2023 (2023-1-15) WILL BE EFFECTIVE FROM 1600UTC ON 22 
FEB 2023..
4.APRON NR.6 PUT INTO USE IN GUIYANG/LONGDONGBAO AIRPORT(ZUGY).
5.NEW MVA CHART PUT INTO USE IN SHENYANG/TAOXIAN AIRPORT(ZYTX).
6.SUP NR.02/23(2023-1-15) ABOUT CONSTRUCTION AREA OF 
XINING/CAOJIAPU AIRPORT(ZLXN) WILL BE EFFECTIVE FROM 1600UTC ON 22 
FEB 2023.
7.SUP NR.01/23(2023-1-15) ABOUT CONSTRUCTION AREA OF 
SHANGHAI/PUDONG AIRPORT(ZSPD) WILL BE EFFECTIVE FROM 1600UTC ON 22 
FEB 2023.
8.RWY HOLDING POSITION AND YINCHUAN TOWER CONTROL AREA ADJUSTED 
IN YINCHUAN/HEDONG(ZLIC) AIRPORT.

LOG ON AIS CHINA WEBSITE: WWW.EAIPCHINA.CN FOR PREVIEWING THE 
WHOLE INFORMATION.",C
"A0106/23 NOTAMN
Q) ZXXX/QAFTT/IV/BO/E/000/999/
A) ZBPE ZGZU ZHWH ZJSA ZLHW ZPKM ZSHA B) 2302221600 C) 2303081559 
E) TRIGGER NOTAM
AIP CHINA AMENDMENT NR.2/2023(2023-1-15) WILL BE EFFECTIVE FROM 
1600UTC ON 23 FEB 2023.

MAIN CHANGES AS FOLLOWS: 
1.ELDUT,URGEB ESTABLISHED, IVSAX,URDUR WITHDRAWN.
2.ATS ROUTES B345,R343,W37 ADJUSTED.
3.AIC NR.01/2023 (2023-1-15) WILL BE EFFECTIVE FROM 1600UTC ON 22 
FEB 2023..
4.APRON NR.6 PUT INTO USE IN GUIYANG/LONGDONGBAO AIRPORT(ZUGY).
5.NEW MVA CHART PUT INTO USE IN SHENYANG/TAOXIAN AIRPORT(ZYTX).
6.SUP NR.02/23(2023-1-15) ABOUT CONSTRUCTION AREA OF 
XINING/CAOJIAPU AIRPORT(ZLXN) WILL BE EFFECTIVE FROM 1600UTC ON 22 
FEB 2023.
7.SUP NR.01/23(2023-1-15) ABOUT CONSTRUCTION AREA OF 
SHANGHAI/PUDONG AIRPORT(ZSPD) WILL BE EFFECTIVE FROM 1600UTC ON 22 
FEB 2023.
8.RWY HOLDING POSITION AND YINCHUAN TOWER CONTROL AREA ADJUSTED 
IN YINCHUAN/HEDONG(ZLIC) AIRPORT.

LOG ON AIS CHINA WEBSITE: WWW.EAIPCHINA.CN FOR PREVIEWING THE 
WHOLE INFORMATION.",C
"A0106/23 NOTAMN
Q) ZXXX/QAFTT/IV/BO/E/000/999/
A) ZBPE ZGZU ZHWH ZJSA ZLHW ZPKM ZSHA B) 2302221600 C) 2303081559 
E) TRIGGER NOTAM
AIP CHINA AMENDMENT NR.2/2023(2023-1-15) WILL BE EFFECTIVE FROM 
1600UTC ON 23 FEB 2023.

MAIN CHANGES AS FOLLOWS: 
1.ELDUT,URGEB ESTABLISHED, IVSAX,URDUR WITHDRAWN.
2.ATS ROUTES B345,R343,W37 ADJUSTED.
3.AIC NR.01/2023 (2023-1-15) WILL BE EFFECTIVE FROM 1600UTC ON 22 
FEB 2023..
4.APRON NR.6 PUT INTO USE IN GUIYANG/LONGDONGBAO AIRPORT(ZUGY).
5.NEW MVA CHART PUT INTO USE IN SHENYANG/TAOXIAN AIRPORT(ZYTX).
6.SUP NR.02/23(2023-1-15) ABOUT CONSTRUCTION AREA OF 
XINING/CAOJIAPU AIRPORT(ZLXN) WILL BE EFFECTIVE FROM 1600UTC ON 22 
FEB 2023.
7.SUP NR.01/23(2023-1-15) ABOUT CONSTRUCTION AREA OF 
SHANGHAI/PUDONG AIRPORT(ZSPD) WILL BE EFFECTIVE FROM 1600UTC ON 22 
FEB 2023.
8.RWY HOLDING POSITION AND YINCHUAN TOWER CONTROL AREA ADJUSTED 
IN YINCHUAN/HEDONG(ZLIC) AIRPORT.

LOG ON AIS CHINA WEBSITE: WWW.EAIPCHINA.CN FOR PREVIEWING THE 
WHOLE INFORMATION.",C
"A0106/23 NOTAMN
Q) ZXXX/QAFTT/IV/BO/E/000/999/
A) ZBPE ZGZU ZHWH ZJSA ZLHW ZPKM ZSHA B) 2302221600 C) 2303081559 
E) TRIGGER NOTAM
AIP CHINA AMENDMENT NR.2/2023(2023-1-15) WILL BE EFFECTIVE FROM 
1600UTC ON 23 FEB 2023.

MAIN CHANGES AS FOLLOWS: 
1.ELDUT,URGEB ESTABLISHED, IVSAX,URDUR WITHDRAWN.
2.ATS ROUTES B345,R343,W37 ADJUSTED.
3.AIC NR.01/2023 (2023-1-15) WILL BE EFFECTIVE FROM 1600UTC ON 22 
FEB 2023..
4.APRON NR.6 PUT INTO USE IN GUIYANG/LONGDONGBAO AIRPORT(ZUGY).
5.NEW MVA CHART PUT INTO USE IN SHENYANG/TAOXIAN AIRPORT(ZYTX).
6.SUP NR.02/23(2023-1-15) ABOUT CONSTRUCTION AREA OF 
XINING/CAOJIAPU AIRPORT(ZLXN) WILL BE EFFECTIVE FROM 1600UTC ON 22 
FEB 2023.
7.SUP NR.01/23(2023-1-15) ABOUT CONSTRUCTION AREA OF 
SHANGHAI/PUDONG AIRPORT(ZSPD) WILL BE EFFECTIVE FROM 1600UTC ON 22 
FEB 2023.
8.RWY HOLDING POSITION AND YINCHUAN TOWER CONTROL AREA ADJUSTED 
IN YINCHUAN/HEDONG(ZLIC) AIRPORT.

LOG ON AIS CHINA WEBSITE: WWW.EAIPCHINA.CN FOR PREVIEWING THE 
WHOLE INFORMATION.",C
